x,y,speed,Player.x,Player.y
246.78926,612.7718,70.0,870.0,581.0
236.24625,612.9073,70.0,870.0,581.0
223.69153,613.06866,70.0,870.0,581.0
211.78656,613.2217,70.0,870.0,581.0
201.24731,613.3571,70.0,870.0,581.0
188.69154,613.5185,70.0,870.0,581.0
176.79315,613.6714,70.0,870.0,581.0
165.5938,613.8153,70.0,872.0,581.0
153.69296,613.96826,70.0,876.0,581.0
141.79521,614.12115,70.0,881.0,581.0
131.02946,614.2595,70.0,885.0,581.0
118.64413,614.4187,70.0,888.0,581.0
106.796974,614.571,70.0,889.0,581.0
96.25437,614.7065,70.0,891.0,581.0
83.69174,614.8679,70.0,893.0,581.0
71.80218,615.02075,70.0,895.0,582.0
69.45978,615.1562,70.0,897.0,583.0
67.44178,615.31757,70.0,899.0,584.0
68.098885,615.4705,70.0,900.0,585.0
68.78112,615.6147,70.0,902.0,585.0
68.825356,615.7583,70.0,902.0,585.0
67.700195,615.9164,70.0,904.0,585.0
68.199745,616.06805,70.0,904.0,585.0
68.404755,616.2171,70.0,904.0,585.0
68.73156,616.36194,70.0,904.0,585.0
68.13815,616.5144,70.0,904.0,585.0
69.49023,616.6495,70.0,904.0,585.0
68.10294,616.80237,70.0,904.0,585.0
69.46006,616.9378,70.0,904.0,585.0
68.41022,617.0868,70.0,904.0,585.0
68.09,617.23987,70.0,904.0,585.0
